,RA,CODTURMA,DISCIPLINA,CURSO_TURMA,CURSO_ALUNO,STATUSRES,P1/AP1,P2/AP2,TRABALHO/AP3,ESPECIAL (SUBSTITUTIVA)/MP,MF,MEDIA FINAL/AS,TFALTAS,Total Geral,PERÍODO,TIPO,ENTRADA_x,SEM,SEM_R,SEM_D,SEMESTRE,ENTRADA_y
138,1811562669,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8,4,8,6.6,7,5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
139,1811562673,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.7,3.5,7.3,5.1,5.1,3.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
140,1811562674,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.2,3,8,6,7,5.8,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
141,1811562676,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.6,1,8,4.4,4.5,1.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
142,1811562678,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8,8.5,8,8.2,8.2,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
143,1811562685,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,5.9,4,8,5.9,6,4.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
144,1811562686,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.1,5,7.3,7.1,7.1,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
145,1811562688,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.4,3.5,9.3,6.3,7.3,6.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
146,1811562689,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.7,6,7,6.9,7.2,7,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
147,1811562757,01 1ESTT-MT1,Estatística,Administração,Administração,REN - Reprovado por Nota,6.2,6,7,6.4,6.4,0,2,,2018.1,MT,2018.1,0,0,0,1,2018.1
148,1811562758,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,8.5,6.1,8,7.5,7.5,0,6,,2018.1,MT,2018.1,0,0,0,1,2018.1
149,1811562759,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,9.3,6.4,6.7,7.5,7.5,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
150,1811562761,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,6.2,7.3,7.5,7,7,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
151,1811562762,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,9,8.3,6,7.9,7.9,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
152,1811562763,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,7.9,5,8.3,7,7,0,4,,2018.1,MT,2018.1,0,0,0,1,2018.1
153,1811562764,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,8.8,7.6,7.4,8,8,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
154,1811562767,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,8.7,9.6,8,8.8,8.8,0,4,,2018.1,MT,2018.1,0,0,0,1,2018.1
155,1811562768,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,8.8,7.8,9.4,8.6,8.6,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
156,1811562775,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,7.5,2.5,8.7,6.1,6.1,2,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
157,1811562776,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.7,5.5,9.3,7.4,7.4,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
158,1811562778,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.7,9,7.3,7.3,7.3,3,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
159,1811562779,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,6.4,2,8,5.3,6.2,4.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
160,1811562782,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,2.6,2.5,6.7,3.8,4,3,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
161,1811562783,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,6.4,1,7.3,4.8,5.3,2.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
162,1811562784,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,2.7,3,9.3,4.8,5.8,5.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
163,1811562785,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9,2,8.7,6.5,9.3,10,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
164,1811562791,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.8,6,9.3,7.6,7.6,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
165,1811562794,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,6.5,3,6.7,5.3,5.3,0.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
166,1811562798,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.4,5.5,8.7,7.1,7.1,5.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
167,1811562800,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.9,5.5,9.3,6.8,7,6,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
168,1811562826,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.1,0,3.3,2.4,2.4,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
169,1811562851,01 1ESTT-MT1,Estatística,Administração,Administração,REN - Reprovado por Nota,7,6.3,4.7,6.1,6.1,0,4,,2018.1,MT,2018.1,0,0,0,1,2018.1
170,1811562854,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,8,8.5,8.7,8.4,8.4,0,4,,2018.1,MT,2018.1,0,0,0,1,2018.1
171,1811562903,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,6.4,7.4,7.3,7,7,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
172,1811563331,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,9.3,8.6,7.4,8.5,8.5,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
173,1811563332,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,7.3,6.3,8.7,7.4,7.4,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
174,1811563342,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,7.9,6.1,8.7,7.5,7.5,0,4,,2018.1,MT,2018.1,0,0,0,1,2018.1
175,1811563625,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,2.6,0,7.3,3.1,3.1,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
176,1811563628,01 1ESTT-MT1,Estatística,Administração,Administração,REN - Reprovado por Nota,5.4,5.8,5.4,5.5,5.5,2.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
177,1811563668,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,9.5,9.1,8.7,9.1,9.1,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
178,1811563801,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,7.6,7.8,8,7.8,7.8,0,2,,2018.1,MT,2018.1,0,0,0,1,2018.1
179,1811563804,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.7,9,8,7.9,7.9,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
180,1811563822,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,8.3,9.4,6.7,8.2,8.2,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
181,1811563839,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,8.3,9.8,7.4,8.6,8.6,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
182,1811563861,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.4,3,7.3,6.2,7.1,5.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
183,1811563868,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,2.6,3,6.7,4,4.5,4,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
184,1811563869,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.4,6,9.3,8.2,8.2,5.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
185,1811563885,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.1,3.5,8,5.8,7.1,7.2,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
186,1811563915,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,8.2,7.7,8,8,8,0,6,,2018.1,MT,2018.1,0,0,0,1,2018.1
187,1811563963,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,7.6,7.4,7,7.4,7.4,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
188,1811563965,01 1ESTT-MT1,Estatística,Administração,Administração,REN - Reprovado por Nota,5.7,5.8,4,5.2,5.2,0,7,,2018.1,MT,2018.1,0,0,0,1,2018.1
189,1811563969,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,7.7,8.9,9.4,8.6,8.6,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
190,1811564011,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.2,6,8,7,7,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
191,1811564012,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,5.7,5,8,6.2,6.2,3,0,,2018.1,MT,,,,,,
192,1811564014,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,7.3,6.2,8,7.1,7.1,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
193,1811564015,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.3,1,8.7,4.5,5.3,3.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
194,1811564017,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4,2,5.3,3.7,3.7,2,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
195,1811564021,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.7,3.5,8,5.3,5.6,4.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
196,1811564023,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,6.7,6.5,8,7,7,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
197,1811564026,01 1ESTT-MT1,Estatística,Administração,Administração,REN - Reprovado por Nota,5,5.2,3.4,4.6,4.6,2.3,4,,2018.1,MT,2018.1,0,0,0,1,2018.1
198,1811564067,01 1ESTT-MT1,Estatística,Administração,Administração,APM - Aprovado por média,8.2,7,8.7,7.9,7.9,0,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
199,1811564267,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.6,4,10,7.4,8.6,7.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
200,1811564869,01 1ESTT-MT2,Estatística,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,6.1,3.5,8,5.8,6.1,4.5,0,,2018.1,MT,2018.1,0,0,0,1,2018.1
201,1811565273,01 1ESTT-MT1,Estatística,Administração,Administração,REN - Reprovado por Nota,3.9,5.8,5.4,5,5,0,11,,2018.1,MT,2018.1,0,0,0,1,2018.1
202,1811565282,01 1ESTT-MT1,Estatística,Administração,Administração,REN - Reprovado por Nota,4.8,6.8,6,5.9,5.9,1.5,9,,2018.1,MT,2018.1,0,0,0,1,2018.1
203,1811562565,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.1,7.3,8.4,7.6,7.6,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
204,1811562586,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,6.8,7.9,6,7,7,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
205,1811562591,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7,8.2,7.5,7.6,7.6,0,4,,2018.1,CE,2018.1,0,0,0,1,2018.1
206,1811562595,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,6,7.2,7.7,6.9,7.3,7,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
207,1811562596,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,10,8.5,8,8.9,8.9,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
208,1811562597,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,6.5,5.8,7.7,6.6,7.7,9,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
209,1811562609,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,8,8.2,7,7.8,7.8,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
210,1811562612,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.7,7.9,7,7.6,7.6,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
211,1811562614,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,4.6,7.3,6.3,6.1,7,7.2,4,,2018.1,CE,2018.1,0,0,0,1,2018.1
212,1811562615,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,6.9,8.3,5.5,7,7,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
213,1811562617,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.4,7.4,6,7,7,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
214,1811562619,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,4.9,5.6,7,5.8,7.1,8.7,4,,2018.1,CE,2018.1,0,0,0,1,2018.1
215,1811562620,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,8.5,6.7,5.6,7,7,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
216,1811562621,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,4.1,5.5,5.6,5,6.1,7,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
217,1811562624,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,8.2,8.2,6,7.5,7.5,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
218,1811562630,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,6.7,7.2,7,7,7,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
219,1811562631,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.7,8.3,6,7.4,7.4,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
220,1811562633,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,8.1,6.9,6,7,7,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
221,1811562634,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,8.2,6.8,6,7,7,0,4,,2018.1,CE,2018.1,0,0,0,1,2018.1
222,1811562639,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,8.6,8,5.5,7.5,7.5,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
223,1811562642,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.1,6.8,7,7,7,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
224,1811562643,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,6,7.4,7.6,7,7,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
225,1811562644,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.5,8.2,5.5,7.2,7.2,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
226,1811562647,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.1,7.8,7,7,7,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
227,1811562648,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.5,8.1,9.1,7.8,7.8,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
228,1811562649,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7,9,7.7,7.9,7.9,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
229,1811562650,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.4,8,8.4,8.3,8.3,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
230,1811562652,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.1,9.6,9.8,9.1,9.1,0,2,,2018.1,CE,,,,,,
231,1811562654,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.6,7.8,7.3,7.6,7.6,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
232,1811562656,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.1,7.5,6.3,7,7,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
233,1811562658,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.7,9.6,8.4,8.6,8.6,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
234,1811562659,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.7,8.5,7,7.4,7.4,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
235,1811562660,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8,7,8.4,7.8,7.8,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
236,1811562662,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.4,7.4,8.4,8,8,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
237,1811562665,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.4,9.6,8.4,8.5,8.5,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
238,1811562666,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.4,9,8.4,8.6,8.6,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
239,1811562667,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,1.7,2.8,8.7,4.2,6,7,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
240,1811562669,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.7,9,6.3,7.7,7.7,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
241,1811562673,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.4,8,7.3,7.6,7.6,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
242,1811562674,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.6,8.7,7.7,8,8,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
243,1811562676,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.3,9.3,7.7,8.1,8.1,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
244,1811562678,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.6,8.4,8.4,8.1,8.1,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
245,1811562685,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.3,7.9,8.4,8.2,8.2,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
246,1811562686,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.4,7.2,8.4,8,8,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
247,1811562688,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.1,8.3,7.7,7.7,7.7,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
248,1811562689,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.7,7.6,9.1,7.7,7.7,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
249,1811562757,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,3.9,8.2,7.7,6.6,7.6,7,4,,2018.1,CE,2018.1,0,0,0,1,2018.1
250,1811562758,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,8.5,7.3,5.5,7.2,7.2,0,4,,2018.1,CE,2018.1,0,0,0,1,2018.1
251,1811562759,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,6.6,7.9,7,7.2,7.2,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
252,1811562761,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.5,6,7.5,7,7,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
253,1811562762,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.3,7.4,7,7.2,7.2,0,4,,2018.1,CE,2018.1,0,0,0,1,2018.1
254,1811562763,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.9,7.7,5,7,7,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
255,1811562764,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,6.7,6.9,7.5,7,7,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
256,1811562767,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,6.9,7.3,7.7,7.3,7.3,0,6,,2018.1,CE,2018.1,0,0,0,1,2018.1
257,1811562768,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.4,8.9,6,7.5,7.5,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
258,1811562775,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.1,8.7,8.4,8.4,8.4,7,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
259,1811562776,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.6,8.4,8.4,8.5,8.5,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
260,1811562778,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.3,8.3,7.7,7.8,7.8,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
261,1811562779,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,7,7.7,7.4,7.4,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
262,1811562782,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.6,7,8.4,7.6,7.6,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
263,1811562783,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.7,8.6,4.2,7,7,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
264,1811562784,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7,7.5,8.4,7.6,7.6,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
265,1811562785,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.6,7.2,9.8,8.5,8.5,0,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
266,1811562791,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.1,8,8.4,8.2,8.2,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
267,1811562794,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.1,9,7.7,7.6,7.6,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
268,1811562798,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.1,9.1,9.8,9,9,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
269,1811562800,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8,7.6,9.1,8.2,8.2,0,0,,2018.1,CE,2018.1,0,0,0,1,2018.1
270,1811562826,01 1FUAD-MT2,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,3.1,7.1,7.7,5.9,6.3,4.2,2,,2018.1,CE,2018.1,0,0,0,1,2018.1
271,1811562851,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,8.4,7.1,7,7.5,7.5,0,4,,2018.1,CE,2018.1,0,0,0,1,2018.1
272,1811562854,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7,7.8,6,7,7,0,4,,2018.1,CE,2018.1,0,0,0,1,2018.1
273,1811562903,01 1FUAD-MT1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,5.7,7.9,9.1,7.5,8,7,4,,2018.1,CE,2018.1,0,0,0,1,2018.1
